PHD2 version 2.4.0, Log version 2.5. Log enabled at 2014-11-29 22:08:26

Guiding Begins at 2014-11-29 22:08:42
Dither = both axes, Dither scale = 1.000, Image noise reduction = none, Guide-frame time lapse = 0, Server enabled
Pixel scale = 7.73 arc-sec/px, Focal length = 100 mm
Search region = 15 px, Star mass tolerance = 50.0%
Equipment Profile = q5_100
Camera = Simulator, gain = 95, full size = 752 x 580, no dark, no defect map, pixel size = 3.8 um
Exposure = 1000 ms
Mount = EQMOD ASCOM Simulator,  connected, guiding enabled, xAngle = -3.5, xRate = 0.0006, yAngle = 265.2, yRate = 0.0008, Dec = 90.0 deg, Pier side = West
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.170
Y guide algorithm = Resist Switch, Minimum move = 0.170
Calibration step = phdlab_placeholder, Max RA duration = 2000, Max DEC duration = 2000, DEC guide mode = Auto
Lock position = 428.883, 179.151, Star position = 428.883, 179.151
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
461,2468.986,"Mount",7.062,-25.266,-8.608,24.966,-5.840,24.966,2000,E,2000,S,,,71852,10.48,0
462,2474.602,"Mount",7.345,-25.478,-8.903,25.167,-6.018,25.167,2000,E,2000,S,,,75686,9.37,0
463,2480.203,"Mount",7.123,-25.582,-8.688,25.280,-5.895,25.280,2000,E,2000,S,,,91175,10.03,0
464,2485.803,"Mount",7.068,-25.579,-8.633,25.279,-5.851,25.279,2000,E,2000,S,,,73951,10.56,0
465,2491.450,"Mount",7.088,-25.477,-8.647,25.177,-5.857,25.177,2000,E,2000,S,,,79778,9.28,0
466,2497.098,"Mount",6.950,-25.776,-8.527,25.481,-5.782,25.481,2000,E,2000,S,,,72483,10.08,0
467,2502.698,"Mount",6.886,-25.894,-8.471,25.601,-5.741,25.601,2000,E,2000,S,,,73089,10.28,0
468,2508.314,"Mount",6.866,-25.869,-8.449,25.577,-5.725,25.577,2000,E,2000,S,,,70776,10.95,0
469,2513.930,"Mount",6.968,-26.081,-8.564,25.785,-5.796,25.785,2000,E,2000,S,,,70393,10.66,0
470,2519.530,"Mount",6.847,-25.940,-8.435,25.648,-5.720,25.648,2000,E,2000,S,,,77868,11.26,0
471,2525.131,"Mount",6.882,-25.948,-8.470,25.655,-5.737,25.655,2000,E,2000,S,,,68929,10.92,0
472,2530.700,"Mount",6.870,-26.023,-8.463,25.731,-5.733,25.731,2000,E,2000,S,,,74875,11.60,0
473,2536.316,"Mount",6.826,-26.076,-8.422,25.785,-5.707,25.785,2000,E,2000,S,,,74587,9.80,0
474,2541.932,"Mount",7.014,-26.151,-8.615,25.852,-5.827,25.852,2000,E,2000,S,,,70087,10.89,0
475,2547.564,"Mount",7.206,-26.148,-8.805,25.842,-5.955,25.842,2000,E,2000,S,,,73824,11.13,0
476,2553.195,"Mount",7.074,-26.291,-8.683,25.991,-5.887,25.991,2000,E,2000,S,,,83166,12.09,0
477,2558.796,"Mount",7.383,-26.380,-8.997,26.067,-6.080,26.067,2000,E,2000,S,,,84565,8.88,0
478,2564.396,"Mount",7.175,-26.275,-8.783,25.970,-5.959,25.970,2000,E,2000,S,,,84046,9.11,0
479,2569.996,"Mount",7.230,-26.443,-8.848,26.136,-5.991,26.136,2000,E,2000,S,,,94441,8.54,0
480,2575.597,"Mount",7.334,-26.331,-8.944,26.020,-6.054,26.020,2000,E,2000,S,,,88949,8.58,0
481,2581.197,"Mount",7.529,-26.349,-9.140,26.030,-6.182,26.030,2000,E,2000,S,,,101072,7.69,0
482,2586.798,"Mount",7.453,-26.587,-9.080,26.271,-6.153,26.271,2000,E,2000,S,,,94184,8.13,0
483,2592.398,"Mount",7.465,-26.739,-9.100,26.422,-6.164,26.422,2000,E,2000,S,,,78280,8.91,0
484,2597.998,"Mount",7.792,-26.781,-9.429,26.451,-6.372,26.451,2000,E,2000,S,,,101530,7.68,0
485,2603.599,"Mount",7.232,-26.811,-8.873,26.503,-6.036,26.503,2000,E,2000,S,,,111713,7.20,0
486,2609.199,"Mount",7.666,-26.700,-9.299,26.375,-6.281,26.375,2000,E,2000,S,,,82121,8.83,0
487,2614.831,"Mount",7.789,-26.735,-9.424,26.406,-6.377,26.406,2000,E,2000,S,,,78089,9.00,0
488,2620.416,"Mount",7.931,-26.898,-9.576,26.563,-6.479,26.563,2000,E,2000,S,,,75836,10.11,0
489,2626.016,"Mount",7.686,-26.919,-9.333,26.594,-6.333,26.594,2000,E,2000,S,,,77147,9.61,0
490,2631.632,"Mount",7.769,-26.835,-9.410,26.506,-6.372,26.506,2000,E,2000,S,,,80090,9.27,0
491,2637.233,"Mount",7.771,-26.944,-9.419,26.615,-6.380,26.615,2000,E,2000,S,,,85682,9.14,0
492,2642.833,"Mount",7.907,-27.106,-9.564,26.771,-6.472,26.771,2000,E,2000,S,,,80157,9.23,0
493,2648.449,"Mount",8.025,-27.111,-9.683,26.772,-6.553,26.772,2000,E,2000,S,,,88129,8.68,0
494,2654.065,"Mount",7.720,-27.131,-9.379,26.804,-6.368,26.804,2000,E,2000,S,,,90848,9.21,0
495,2659.665,"Mount",7.670,-27.419,-9.347,27.094,-6.334,27.094,2000,E,2000,S,,,98928,8.06,0
496,2665.266,"Mount",7.942,-27.214,-9.606,26.879,-6.495,26.879,2000,E,2000,S,,,90943,8.06,0
497,2670.866,"Mount",7.678,-27.029,-9.331,26.704,-6.333,26.704,2000,E,2000,S,,,104636,7.66,0
498,2676.467,"Mount",7.729,-27.853,-9.432,27.525,-6.386,27.525,2000,E,2000,S,,,88033,7.77,0
499,2682.067,"Mount",7.617,-27.928,-9.326,27.604,-6.322,27.604,2000,E,2000,S,,,99260,7.44,0
500,2687.667,"Mount",7.725,-27.546,-9.410,27.219,-6.371,27.219,2000,E,2000,S,,,89676,9.15,0
501,2693.268,"Mount",7.696,-27.767,-9.395,27.440,-6.365,27.440,2000,E,2000,S,,,74604,8.58,0
502,2698.868,"Mount",7.580,-27.780,-9.280,27.458,-6.292,27.458,2000,E,2000,S,,,77026,9.48,0
503,2704.453,"Mount",7.981,-28.008,-9.694,27.670,-6.547,27.670,2000,E,2000,S,,,82799,9.44,0
504,2710.038,"Mount",7.706,-27.949,-9.415,27.622,-6.390,27.622,2000,E,2000,S,,,77918,10.60,0
505,2715.638,"Mount",8.139,-28.097,-9.858,27.752,-6.658,27.752,2000,E,2000,S,,,82790,9.23,0
506,2721.254,"Mount",7.931,-27.965,-9.641,27.629,-6.540,27.629,2000,E,2000,S,,,77380,8.96,0
507,2726.855,"Mount",7.511,-27.995,-9.224,27.675,-6.269,27.675,2000,E,2000,S,,,77483,9.82,0
508,2732.455,"Mount",7.434,-28.119,-9.155,27.802,-6.206,27.802,2000,E,2000,S,,,79264,8.69,0
509,2738.056,"Mount",7.354,-28.399,-9.092,28.085,-6.163,28.085,2000,E,2000,S,,,94102,8.02,0
510,2743.656,"Mount",7.225,-28.074,-8.943,27.766,-6.066,27.766,2000,E,2000,S,,,94137,7.96,0
511,2749.256,"Mount",7.385,-28.167,-9.109,27.853,-6.163,27.853,2000,E,2000,S,,,82136,8.66,0
512,2754.872,"Mount",7.391,-28.320,-9.124,28.005,-6.180,28.005,2000,E,2000,S,,,94053,8.11,0
513,2760.473,"Mount",7.592,-28.840,-9.357,28.516,-6.327,28.516,2000,E,2000,S,,,118071,6.80,0
514,2766.073,"Mount",7.967,-28.679,-9.721,28.341,-6.567,28.341,2000,E,2000,S,,,98085,7.23,0
515,2771.674,"Mount",7.932,-28.651,-9.684,28.315,-6.561,28.315,2000,E,2000,S,,,96372,7.32,0
516,2777.274,"Mount",7.762,-28.661,-9.515,28.331,-6.454,28.331,2000,E,2000,S,,,96864,8.59,0
517,2782.874,"Mount",7.841,-28.798,-9.603,28.465,-6.502,28.465,2000,E,2000,S,,,75828,9.79,0
518,2788.490,"Mount",7.794,-28.776,-9.554,28.444,-6.474,28.444,2000,E,2000,S,,,94254,9.32,0
519,2794.106,"Mount",8.123,-28.645,-9.875,28.301,-6.674,28.301,2000,E,2000,S,,,87689,9.24,0
520,2799.707,"Mount",7.963,-28.878,-9.730,28.540,-6.597,28.540,2000,E,2000,S,,,64718,11.25,0
521,2805.276,"Mount",8.052,-28.879,-9.819,28.537,-6.648,28.537,2000,E,2000,S,,,68515,12.82,0
522,2810.876,"Mount",8.131,-28.885,-9.898,28.540,-6.701,28.540,2000,E,2000,S,,,65528,12.36,0
523,2816.477,"Mount",8.151,-28.831,-9.915,28.485,-6.715,28.485,2000,E,2000,S,,,64251,12.49,0
524,2822.077,"Mount",8.086,-29.025,-9.861,28.682,-6.683,28.682,2000,E,2000,S,,,65136,12.83,0
525,2827.678,"Mount",8.224,-28.978,-9.996,28.630,-6.765,28.630,2000,E,2000,S,,,66864,11.79,0
526,2833.294,"Mount",8.292,-29.238,-10.080,28.887,-6.824,28.887,2000,E,2000,S,,,70525,10.81,0
527,2838.879,"Mount",8.338,-29.249,-10.127,28.896,-6.858,28.896,2000,E,2000,S,,,78093,9.26,0
528,2844.495,"Mount",8.272,-29.049,-10.049,28.699,-6.811,28.699,2000,E,2000,S,,,73299,9.69,0
529,2850.064,"Mount",8.280,-28.782,-10.040,28.431,-6.802,28.431,2000,E,2000,S,,,83845,9.49,0
530,2855.664,"Mount",8.276,-29.287,-10.068,28.937,-6.819,28.937,2000,E,2000,S,,,86781,9.03,0
531,2861.265,"Mount",8.464,-29.447,-10.264,29.089,-6.944,29.089,2000,E,2000,S,,,70493,9.22,0
532,2866.865,"Mount",8.363,-29.653,-10.177,29.299,-6.898,29.299,2000,E,2000,S,,,91781,7.55,0
533,2872.465,"Mount",8.367,-29.565,-10.176,29.210,-6.893,29.210,2000,E,2000,S,,,83990,8.85,0
534,2878.066,"Mount",8.440,-29.800,-10.262,29.442,-6.948,29.442,2000,E,2000,S,,,95440,7.23,0
535,2883.666,"Mount",8.242,-29.762,-10.063,29.412,-6.826,29.412,2000,E,2000,S,,,78595,9.14,0
536,2889.267,"Mount",8.445,-29.683,-10.261,29.326,-6.942,29.326,2000,E,2000,S,,,76029,10.17,0
537,2894.883,"Mount",8.317,-29.684,-10.133,29.332,-6.870,29.332,2000,E,2000,S,,,68919,10.78,0
538,2900.483,"Mount",8.201,-29.834,-10.027,29.486,-6.798,29.486,2000,E,2000,S,,,72225,11.87,0
539,2906.083,"Mount",8.358,-29.883,-10.186,29.529,-6.893,29.529,2000,E,2000,S,,,64149,11.64,0
540,2911.684,"Mount",8.327,-29.974,-10.160,29.620,-6.884,29.620,2000,E,2000,S,,,69261,12.22,0
541,2917.284,"Mount",8.334,-30.023,-10.171,29.669,-6.889,29.669,2000,E,2000,S,,,70638,10.82,0
542,2922.885,"Mount",8.366,-30.014,-10.202,29.659,-6.910,29.659,2000,E,2000,S,,,71051,10.41,0
543,2928.485,"Mount",8.422,-30.192,-10.269,29.835,-6.953,29.835,2000,E,2000,S,,,75445,10.29,0
544,2934.070,"Mount",8.310,-30.151,-10.155,29.798,-6.884,29.798,2000,E,2000,S,,,73402,10.09,0
545,2939.670,"Mount",8.271,-30.248,-10.122,29.897,-6.859,29.897,2000,E,2000,S,,,73470,10.01,0
546,2945.255,"Mount",8.342,-30.079,-10.182,29.725,-6.895,29.725,2000,E,2000,S,,,85101,10.06,0
547,2950.856,"Mount",8.413,-30.294,-10.266,29.937,-6.950,29.937,2000,E,2000,S,,,81208,9.56,0
548,2956.456,"Mount",8.301,-30.688,-10.178,30.335,-6.899,30.335,2000,E,2000,S,,,93915,7.87,0
549,2962.056,"Mount",8.324,-30.742,-10.205,30.388,-6.912,30.388,2000,E,2000,S,,,83210,9.00,0
550,2967.657,"Mount",8.151,-30.635,-10.025,30.288,-6.800,30.288,2000,E,2000,S,,,66002,11.67,0
551,2973.273,"Mount",8.426,-30.762,-10.308,30.404,-6.970,30.404,2000,E,2000,S,,,72586,9.41,0
552,2978.858,"Mount",8.019,-30.854,-9.908,30.512,-6.730,30.512,2000,E,2000,S,,,63112,11.14,0
553,2984.458,"Mount",8.330,-30.842,-10.217,30.488,-6.908,30.488,2000,E,2000,S,,,72523,10.87,0
554,2990.074,"Mount",8.204,-30.796,-10.088,30.447,-6.839,30.447,2000,E,2000,S,,,60907,11.77,0
555,2995.674,"Mount",8.172,-30.971,-10.067,30.623,-6.821,30.623,2000,E,2000,S,,,62613,13.66,0
556,3001.290,"Mount",8.248,-30.864,-10.136,30.514,-6.863,30.514,2000,E,2000,S,,,68960,11.20,0
557,3006.875,"Mount",8.294,-31.067,-10.195,30.715,-6.903,30.715,2000,E,2000,S,,,73582,12.05,0
558,3012.476,"Mount",8.438,-31.012,-10.336,30.653,-6.995,30.653,2000,E,2000,S,,,90506,9.83,0
559,3018.076,"Mount",8.348,-30.989,-10.244,30.634,-6.943,30.634,2000,E,2000,S,,,66658,10.98,0
560,3023.676,"Mount",8.400,-31.341,-10.318,30.984,-6.986,30.984,2000,E,2000,S,,,84424,9.09,0
561,3029.292,"Mount",8.393,-31.232,-10.304,30.875,-6.981,30.875,2000,E,2000,S,,,74416,9.74,0
562,3034.877,"Mount",8.418,-31.309,-10.334,30.952,-6.999,30.952,2000,E,2000,S,,,84772,8.98,0
563,3040.478,"Mount",8.993,-31.124,-10.896,30.744,-7.354,30.744,2000,E,2000,S,,,88837,7.98,0
564,3046.078,"Mount",8.802,-31.442,-10.726,31.068,-7.272,31.068,2000,E,2000,S,,,89647,8.73,0
565,3051.678,"Mount",8.709,-31.256,-10.621,30.887,-7.201,30.887,2000,E,2000,S,,,88275,7.93,0
566,3057.279,"Mount",9.091,-31.689,-11.029,31.304,-7.452,31.304,2000,E,2000,S,,,92013,8.11,0
567,3062.864,"Mount",9.112,-31.459,-11.036,31.074,-7.474,31.074,2000,E,2000,S,,,96044,8.67,0
568,3068.480,"Mount",9.148,-31.419,-11.070,31.033,-7.497,31.033,2000,E,2000,S,,,91957,8.72,0
569,3074.080,"Mount",8.990,-31.647,-10.926,31.267,-7.408,31.267,2000,E,2000,S,,,87021,9.13,0
570,3079.681,"Mount",9.117,-31.579,-11.048,31.193,-7.479,31.193,2000,E,2000,S,,,70292,11.27,0
571,3085.281,"Mount",9.078,-31.835,-11.025,31.451,-7.469,31.451,2000,E,2000,S,,,77357,10.14,0
572,3090.881,"Mount",9.116,-31.717,-11.055,31.331,-7.488,31.331,2000,E,2000,S,,,74092,12.38,0
573,3096.482,"Mount",9.064,-31.919,-11.016,31.535,-7.464,31.535,2000,E,2000,S,,,75252,11.27,0
574,3102.082,"Mount",9.015,-31.862,-10.963,31.480,-7.429,31.480,2000,E,2000,S,,,65879,13.61,0
575,3107.698,"Mount",9.081,-31.978,-11.036,31.593,-7.473,31.593,2000,E,2000,S,,,66281,11.89,0
576,3113.299,"Mount",9.046,-32.004,-11.003,31.620,-7.455,31.620,2000,E,2000,S,,,66908,11.27,0
577,3118.899,"Mount",9.023,-31.988,-10.980,31.605,-7.439,31.605,2000,E,2000,S,,,66775,12.48,0
578,3124.499,"Mount",9.046,-32.049,-11.006,31.666,-7.455,31.666,2000,E,2000,S,,,61647,12.88,0
579,3130.084,"Mount",8.977,-32.287,-10.952,31.906,-7.421,31.906,2000,E,2000,S,,,74980,9.59,0
580,3135.685,"Mount",8.988,-32.201,-10.958,31.820,-7.423,31.820,2000,E,2000,S,,,77401,9.85,0
581,3141.285,"Mount",8.901,-32.195,-10.870,31.817,-7.368,31.817,2000,E,2000,S,,,87893,8.70,0
582,3146.885,"Mount",8.756,-32.664,-10.755,32.291,-7.291,32.291,2000,E,2000,S,,,75162,8.89,0
583,3152.486,"Mount",9.082,-32.614,-11.077,32.229,-7.489,32.229,2000,E,2000,S,,,89900,8.72,0
584,3158.086,"Mount",9.258,-32.562,-11.250,32.170,-7.612,32.170,2000,E,2000,S,,,83860,9.82,0
585,3163.687,"Mount",9.146,-32.589,-11.139,32.202,-7.550,32.202,2000,E,2000,S,,,79531,8.96,0
586,3169.287,"Mount",9.123,-32.486,-11.110,32.099,-7.528,32.099,2000,E,2000,S,,,72604,10.49,0
587,3174.887,"Mount",9.002,-32.700,-11.002,32.318,-7.458,32.318,2000,E,2000,S,,,79640,11.20,0
588,3180.488,"Mount",8.942,-32.752,-10.946,32.372,-7.418,32.372,2000,E,2000,S,,,77095,9.18,0
589,3186.088,"Mount",8.999,-32.816,-11.007,32.434,-7.453,32.434,2000,E,2000,S,,,76002,10.54,0
590,3191.689,"Mount",9.077,-32.940,-11.092,32.554,-7.510,32.554,2000,E,2000,S,,,63281,11.19,0
591,3197.289,"Mount",8.861,-32.938,-10.876,32.562,-7.378,32.562,2000,E,2000,S,,,72034,10.70,0
592,3202.890,"Mount",9.009,-32.955,-11.025,32.572,-7.462,32.572,2000,E,2000,S,,,70416,11.52,0
593,3208.490,"Mount",8.908,-33.074,-10.931,32.695,-7.409,32.695,2000,E,2000,S,,,66827,10.92,0
594,3214.106,"Mount",9.015,-33.299,-11.052,32.916,-7.482,32.916,2000,E,2000,S,,,73321,11.71,0
595,3219.706,"Mount",8.976,-33.256,-11.011,32.875,-7.461,32.875,2000,E,2000,S,,,68735,10.01,0
596,3225.307,"Mount",8.971,-33.239,-11.004,32.858,-7.455,32.858,2000,E,2000,S,,,81121,9.71,0
597,3230.907,"Mount",9.000,-33.225,-11.033,32.843,-7.472,32.843,2000,E,2000,S,,,70636,10.44,0
598,3236.508,"Mount",9.168,-33.379,-11.210,32.990,-7.586,32.990,2000,E,2000,S,,,81344,9.12,0
599,3242.124,"Mount",8.989,-33.437,-11.035,33.055,-7.483,33.055,2000,E,2000,S,,,103219,7.73,0
600,3247.740,"Mount",9.317,-33.429,-11.362,33.033,-7.682,33.033,2000,E,2000,S,,,93896,8.50,0
601,3253.324,"Mount",9.240,-33.705,-11.302,33.313,-7.658,33.313,2000,E,2000,S,,,94285,9.22,0
602,3258.940,"Mount",9.099,-33.601,-11.155,33.214,-7.564,33.214,2000,E,2000,S,,,73758,10.31,0
603,3264.541,"Mount",9.227,-33.652,-11.286,33.260,-7.640,33.260,2000,E,2000,S,,,80037,10.25,0
604,3270.141,"Mount",9.276,-33.711,-11.339,33.318,-7.678,33.318,2000,E,2000,S,,,78372,9.92,0
605,3275.757,"Mount",9.288,-33.661,-11.347,33.266,-7.686,33.266,2000,E,2000,S,,,67921,10.31,0
606,3281.358,"Mount",9.385,-33.903,-11.459,33.505,-7.757,33.505,2000,E,2000,S,,,67732,11.00,0
607,3286.958,"Mount",9.461,-34.017,-11.542,33.616,-7.814,33.616,2000,E,2000,S,,,81344,9.89,0
608,3292.559,"Mount",9.376,-34.006,-11.457,33.608,-7.765,33.608,2000,E,2000,S,,,68310,9.80,0
609,3298.159,"Mount",9.596,-33.918,-11.671,33.511,-7.896,33.511,2000,E,2000,S,,,79965,10.14,0
610,3303.775,"Mount",9.518,-33.881,-11.591,33.478,-7.855,33.478,2000,E,2000,S,,,81822,9.89,0
611,3309.375,"Mount",9.922,-33.979,-11.999,33.560,-8.109,33.560,2000,E,2000,S,,,67879,11.52,0
612,3314.976,"Mount",9.926,-34.066,-12.010,33.647,-8.134,33.647,2000,E,2000,S,,,74627,9.64,0
613,3320.607,"Mount",10.051,-33.948,-12.126,33.523,-8.209,33.523,2000,E,2000,S,,,73784,9.53,0
614,3326.192,"Mount",9.959,-34.076,-12.042,33.655,-8.161,33.655,2000,E,2000,S,,,71034,10.21,0
615,3331.793,"Mount",9.818,-34.212,-11.910,33.797,-8.075,33.797,2000,E,2000,S,,,92762,9.55,0
616,3337.393,"Mount",9.842,-34.360,-11.943,33.943,-8.089,33.943,2000,E,2000,S,,,86019,8.17,0
617,3343.009,"Mount",9.942,-34.199,-12.033,33.778,-8.147,33.778,2000,E,2000,S,,,86607,8.36,0
618,3348.625,"Mount",9.800,-34.599,-11.916,34.184,-8.078,34.184,2000,E,2000,S,,,119224,7.36,0
619,3354.210,"Mount",9.240,-34.821,-11.371,34.427,-7.729,34.427,2000,E,2000,S,,,101461,7.34,0
620,3359.795,"Mount",10.131,-34.757,-12.257,34.329,-8.263,34.329,2000,E,2000,S,,,90903,7.69,0
621,3365.411,"Mount",9.843,-34.939,-11.980,34.521,-8.126,34.521,2000,E,2000,S,,,86007,8.50,0
622,3371.011,"Mount",9.469,-34.668,-11.590,34.265,-7.870,34.265,2000,E,2000,S,,,105961,7.90,0
623,3376.596,"Mount",9.530,-34.841,-11.662,34.436,-7.898,34.436,2000,E,2000,S,,,81808,9.26,0
624,3382.212,"Mount",9.463,-35.006,-11.605,34.604,-7.864,34.604,2000,E,2000,S,,,78613,9.94,0
625,3387.843,"Mount",9.489,-34.830,-11.620,34.426,-7.871,34.426,2000,E,2000,S,,,80219,10.02,0
626,3393.444,"Mount",9.607,-34.922,-11.744,34.514,-7.950,34.514,2000,E,2000,S,,,73162,10.84,0
627,3399.075,"Mount",9.405,-35.204,-11.559,34.804,-7.839,34.804,2000,E,2000,S,,,83521,8.79,0
628,3404.692,"Mount",9.537,-34.981,-11.677,34.576,-7.905,34.576,2000,E,2000,S,,,81549,9.71,0
629,3410.308,"Mount",9.524,-35.094,-11.672,34.689,-7.906,34.689,2000,E,2000,S,,,94596,8.98,0
630,3415.908,"Mount",9.554,-35.456,-11.724,35.050,-7.939,35.050,2000,E,2000,S,,,104006,7.25,0
631,3421.540,"Mount",9.422,-35.494,-11.595,35.093,-7.860,35.093,2000,E,2000,S,,,108046,6.85,0
632,3427.140,"Mount",9.285,-35.284,-11.444,34.889,-7.760,34.889,2000,E,2000,S,,,93582,9.21,0
633,3432.725,"Mount",9.819,-35.317,-11.979,34.900,-8.090,34.900,2000,E,2000,S,,,112864,7.03,0
634,3438.325,"Mount",9.493,-35.562,-11.669,35.158,-7.918,35.158,2000,E,2000,S,,,89834,8.30,0
635,3443.926,"Mount",9.457,-35.745,-11.645,35.343,-7.891,35.343,2000,E,2000,S,,,98254,8.05,0
636,3449.526,"Mount",9.692,-35.584,-11.870,35.172,-8.030,35.172,2000,E,2000,S,,,77604,8.66,0
637,3455.126,"Mount",9.583,-35.614,-11.763,35.207,-7.973,35.207,2000,E,2000,S,,,87410,8.28,0
638,3460.727,"Mount",9.949,-35.900,-12.145,35.478,-8.209,35.478,2000,E,2000,S,,,91298,7.61,0
639,3466.327,"Mount",9.757,-35.781,-11.947,35.367,-8.101,35.367,2000,E,2000,S,,,89203,9.19,0
640,3471.928,"Mount",10.030,-35.872,-12.225,35.446,-8.269,35.446,2000,E,2000,S,,,82565,9.03,0
641,3477.544,"Mount",9.774,-35.947,-11.973,35.532,-8.122,35.532,2000,E,2000,S,,,83353,9.89,0
642,3483.144,"Mount",9.752,-35.873,-11.947,35.458,-8.095,35.458,2000,E,2000,S,,,73639,10.98,0
643,3488.744,"Mount",9.655,-36.010,-11.858,35.600,-8.037,35.600,2000,E,2000,S,,,84816,9.89,0
644,3494.345,"Mount",9.831,-35.900,-12.028,35.483,-8.140,35.483,2000,E,2000,S,,,68508,9.91,0
645,3499.945,"Mount",9.901,-36.096,-12.109,35.676,-8.199,35.676,2000,E,2000,S,,,70752,11.25,0
646,3505.546,"Mount",9.960,-36.075,-12.167,35.652,-8.239,35.652,2000,E,2000,S,,,74177,10.38,0
647,3511.146,"Mount",9.949,-36.285,-12.168,35.862,-8.243,35.862,2000,E,2000,S,,,68401,10.69,0
648,3516.746,"Mount",9.999,-36.149,-12.210,35.725,-8.269,35.725,2000,E,2000,S,,,73905,10.06,0
649,3522.347,"Mount",10.097,-36.270,-12.316,35.841,-8.338,35.841,2000,E,2000,S,,,71395,11.30,0
650,3527.947,"Mount",10.081,-36.293,-12.301,35.865,-8.333,35.865,2000,E,2000,S,,,82176,9.78,0
651,3533.532,"Mount",10.196,-36.380,-12.422,35.947,-8.409,35.947,2000,E,2000,S,,,82346,9.30,0
652,3539.133,"Mount",10.330,-36.301,-12.550,35.863,-8.495,35.863,2000,E,2000,S,,,88263,8.70,0
653,3544.733,"Mount",10.594,-36.259,-12.811,35.812,-8.665,35.812,2000,E,2000,S,,,96604,8.71,0
654,3550.333,"Mount",10.405,-36.646,-12.646,36.205,-8.573,36.205,2000,E,2000,S,,,94075,7.72,0
655,3555.918,"Mount",10.565,-36.810,-12.816,36.363,-8.674,36.363,2000,E,2000,S,,,79007,8.79,0
656,3561.534,"Mount",10.428,-36.779,-12.677,36.338,-8.594,36.338,2000,E,2000,S,,,88597,9.30,0
657,3567.135,"Mount",10.646,-36.695,-12.890,36.245,-8.722,36.245,2000,E,2000,S,,,100586,7.42,0
658,3572.751,"Mount",10.629,-37.017,-12.892,36.567,-8.733,36.567,2000,E,2000,S,,,81719,9.06,0
659,3578.351,"Mount",10.314,-36.808,-12.565,36.371,-8.528,36.371,2000,E,2000,S,,,65880,12.08,0
660,3583.951,"Mount",10.366,-36.895,-12.623,36.456,-8.549,36.456,2000,E,2000,S,,,76863,11.55,0
661,3589.536,"Mount",10.264,-36.817,-12.516,36.382,-8.483,36.382,2000,E,2000,S,,,65974,12.57,0
662,3595.137,"Mount",10.178,-37.099,-12.448,36.667,-8.436,36.667,2000,E,2000,S,,,78500,10.44,0
663,3600.737,"Mount",10.325,-37.146,-12.597,36.708,-8.527,36.708,2000,E,2000,S,,,66808,11.03,0
664,3606.337,"Mount",10.366,-37.276,-12.646,36.836,-8.564,36.836,2000,E,2000,S,,,77520,10.00,0
665,3611.953,"Mount",10.268,-37.161,-12.542,36.725,-8.501,36.725,2000,E,2000,S,,,72687,10.91,0
666,3617.554,"Mount",10.239,-37.251,-12.518,36.817,-8.481,36.817,2000,E,2000,S,,,61514,10.56,0
667,3623.170,"Mount",10.260,-37.484,-12.553,37.048,-8.502,37.048,2000,E,2000,S,,,84623,9.20,0
668,3628.770,"Mount",10.207,-37.478,-12.500,37.045,-8.470,37.045,2000,E,2000,S,,,78536,9.90,0
669,3634.355,"Mount",10.234,-37.731,-12.543,37.296,-8.495,37.296,2000,E,2000,S,,,84638,9.95,0
670,3639.940,"Mount",10.136,-37.675,-12.442,37.245,-8.433,37.245,2000,E,2000,S,,,67135,10.07,0
671,3645.540,"Mount",10.193,-37.746,-12.502,37.313,-8.467,37.313,2000,E,2000,S,,,71704,11.64,0
672,3651.125,"Mount",10.380,-37.551,-12.678,37.111,-8.580,37.111,2000,E,2000,S,,,74193,10.85,0
673,3656.726,"Mount",10.267,-37.768,-12.578,37.332,-8.525,37.332,2000,E,2000,S,,,75135,10.28,0
674,3662.326,"Mount",10.342,-37.786,-12.654,37.347,-8.569,37.347,2000,E,2000,S,,,63071,11.06,0
675,3667.926,"Mount",10.135,-37.867,-12.452,37.436,-8.445,37.436,2000,E,2000,S,,,75739,12.35,0
676,3673.527,"Mount",10.225,-37.899,-12.544,37.464,-8.494,37.464,2000,E,2000,S,,,67677,13.30,0
677,3679.143,"Mount",10.299,-37.965,-12.622,37.527,-8.546,37.527,2000,E,2000,S,,,65959,10.84,0
678,3684.759,"Mount",10.215,-37.960,-12.537,37.526,-8.497,37.526,2000,E,2000,S,,,69107,10.83,0
679,3690.359,"Mount",10.386,-38.117,-12.718,37.675,-8.607,37.675,2000,E,2000,S,,,61866,11.06,0
680,3695.960,"Mount",10.441,-38.017,-12.767,37.574,-8.646,37.574,2000,E,2000,S,,,70535,10.35,0
681,3701.544,"Mount",10.438,-38.304,-12.782,37.861,-8.658,37.861,2000,E,2000,S,,,64202,10.59,0
682,3707.160,"Mount",10.476,-38.106,-12.807,37.662,-8.675,37.662,2000,E,2000,S,,,87243,8.83,0
683,3712.745,"Mount",10.670,-38.189,-13.006,37.737,-8.801,37.737,2000,E,2000,S,,,83351,8.99,0
